X_train,y_train
"[59514, 35, 996, 3763, 12611, 1437, 26, 15675, 301, 548, 373, 73, 45, 2103, 3, 560, 373, 45, 15, 1496, 42, 1437, 338, 8414, 2, 57, 61, 32, 33517, 3, 0]","[59514, 34688, 5, 4965, 19, 2428, 5, 12611, 13, 30161, 9, 996, 3763, 27, 19, 3254, 153, 402, 29033, 301, 548, 402, 29033, 1958, 104, 167, 15, 5014, 34, 1173, 5, 8414, 9, 36, 19, 10413, 2, 59, 66, 2428, 43, 22713, 3, 0]"
"[59514, 2175, 0]","[59514, 2175, 0]"
"[59514, 35, 1482, 267, 4723, 338, 664, 73, 399, 256, 7, 15, 635, 75, 9, 1821, 3, 0]","[59514, 60, 369, 267, 4723, 7175, 81, 6, 23720, 53, 16, 936, 20, 6, 63, 635, 5819, 3, 0]"
"[59514, 30013, 190, 101, 12595, 37573, 6088, 9, 11649, 0]","[59514, 15760, 5, 6047, 9904, 10067, 3711, 49, 27847, 22051, 751, 22295, 1689, 5939, 12942, 10784, 383, 10661, 81, 6587, 0]"
"[59514, 1414, 5277, 0]","[59514, 30409, 23067, 2, 89, 584, 9712, 25444, 2, 84, 11005, 1707, 133, 3864, 32996, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 38811, 46, 11563, 0]","[59514, 23214, 40, 3260, 0]"
"[59514, 5918, 5686, 16184, 9, 0]","[59514, 20450, 9, 17, 929, 22, 25580, 0]"
"[59514, 1166, 10, 1166, 37, 4, 1129, 7, 4, 1166, 7, 4, 4589, 2, 402, 484, 309, 50, 14509, 2307, 3, 0]","[59514, 1166, 11, 1166, 402, 38492, 19, 689, 5, 8, 6190, 5, 8, 4589, 2, 402, 357, 1312, 50, 14509, 2501, 3, 0]"
"[59514, 402, 44455, 0]","[59514, 402, 1717, 6200, 0]"
"[59514, 560, 69, 77, 6443, 16313, 4, 2758, 301, 548, 0]","[59514, 375, 1173, 43, 29376, 614, 19, 13161, 5, 14, 6, 5316, 402, 38492, 301, 548, 0]"
"[59514, 402, 18383, 7955, 21593, 110, 0]","[59514, 402, 19265, 20, 6, 36374, 110, 0]"
"[59514, 5118, 402, 16242, 10384, 0]","[59514, 8140, 8, 1283, 5, 402, 10007, 7128, 142, 9868, 2014, 21, 9554, 2468, 4694, 49, 7259, 0]"
"[59514, 20454, 0]","[59514, 26404, 0]"
"[59514, 8429, 77, 3876, 12, 67, 2025, 3, 0]","[59514, 10830, 38, 1788, 17, 66, 2025, 3, 0]"
"[59514, 45752, 17906, 0]","[59514, 4751, 46422, 0]"
"[59514, 35345, 17750, 12448, 14421, 34350, 9, 21, 150, 0]","[59514, 46252, 9, 19294, 2007, 21, 150, 0]"
"[59514, 2033, 7514, 1743, 0]","[59514, 2136, 481, 5, 12924, 0]"
"[59514, 526, 3261, 0]","[59514, 526, 3261, 0]"
"[59514, 13224, 12, 2454, 27804, 261, 2619, 1615, 12, 4, 1017, 609, 51, 0]","[59514, 12812, 108, 16, 2218, 23, 41408, 28795, 51, 23, 952, 5, 8, 19401, 2790, 1802, 7492, 37, 12, 2570, 75, 3595, 0]"
"[59514, 596, 2796, 1184, 0]","[59514, 24020, 1184, 5, 2443, 0]"
"[59514, 20570, 12, 3826, 993, 12, 6860, 4507, 4, 3143, 4731, 55, 3826, 46, 1097, 28521, 30, 3689, 2805, 18, 4, 1437, 7137, 26, 4, 2004, 22484, 1437, 3, 443, 67, 2674, 32, 3819, 2, 526, 37813, 108, 86, 4507, 4, 3143, 4731, 18, 4, 1017, 1437, 6, 9, 7137, 2, 591, 6860, 31796, 61, 12, 4, 2110, 3751, 288, 1036, 1437, 32, 22484, 3, 443, 67, 2674, 32, 73, 3819, 2, 55, 115, 835, 399, 526, 37813, 108, 4507, 4, 3143, 4731, 46, 5772, 761, 4, 43703, 1255, 288, 18718, 77, 4731, 6467, 3, 0]","[59514, 20570, 2147, 5, 4094, 62, 6, 107, 807, 59, 140, 25876, 139, 3353, 7080, 14, 6, 15654, 5, 8, 3370, 29, 88, 20899, 17, 14, 6, 1001, 13, 9224, 22, 2805, 153, 402, 29033, 29863, 402, 29033, 416, 31, 153, 402, 29033, 28484, 13, 4027, 402, 29033, 416, 27, 19, 2428, 1698, 2343, 3, 350, 120, 2674, 43, 806, 17598, 2, 526, 468, 7530, 108, 25876, 11524, 14, 6, 15654, 5, 8, 3370, 31, 16, 8668, 22, 2428, 4006, 1692, 19, 906, 30603, 6094, 51, 7080, 39, 20057, 4983, 1766, 6, 93, 495, 2428, 43, 2343, 3, 350, 120, 2674, 81, 6, 82, 53, 806, 17598, 2, 88, 1069, 721, 2285, 17, 526, 468, 7530, 108, 5, 25876, 139, 3353, 14, 6, 15654, 5, 8, 3370, 0]"
"[59514, 15103, 158, 2102, 31401, 0]","[59514, 15103, 158, 2102, 839, 1672, 17370, 108, 792, 657, 6587, 0]"
"[59514, 3206, 461, 15180, 263, 0]","[59514, 3206, 461, 15180, 263, 0]"
"[59514, 32419, 6186, 0]","[59514, 6178, 5, 14, 6, 8843, 0]"
"[59514, 4224, 13675, 3758, 0]","[59514, 33047, 3880, 0]"
"[59514, 35804, 985, 0]","[59514, 14351, 5622, 0]"
"[59514, 23055, 5075, 0]","[59514, 156, 93, 5075, 166, 1026, 18, 5950, 3573, 3348, 4342, 1098, 5817, 0]"
"[59514, 16913, 20957, 0]","[59514, 3111, 5300, 673, 1312, 8147, 817, 8465, 114, 3, 4486, 122, 0]"
"[59514, 402, 7821, 0]","[59514, 402, 32888, 0]"
"[59514, 84, 659, 3789, 3248, 32, 73, 841, 0]","[59514, 104, 3104, 38, 1645, 5, 2753, 23, 413, 5, 275, 0]"
"[59514, 40399, 9, 0]","[59514, 135, 5560, 22081, 9, 0]"
"[59514, 1789, 11523, 15, 11634, 10, 2388, 30, 4, 436, 13847, 293, 3, 0]","[59514, 4366, 20, 6, 3126, 5827, 34, 10929, 11, 34, 2388, 31, 14, 6, 31017, 153, 402, 29033, 11387, 402, 29033, 1958, 0]"
"[59514, 37313, 1648, 16036, 402, 2635, 1874, 50, 110, 0]","[59514, 30349, 1648, 16036, 139, 402, 2635, 1874, 50, 0]"
"[59514, 516, 337, 0]","[59514, 516, 0]"
"[59514, 26088, 37, 375, 514, 12, 907, 15, 2955, 27682, 1437, 2360, 1129, 3328, 301, 4494, 0]","[59514, 34023, 402, 38492, 3800, 5, 1512, 34, 2428, 5, 11303, 5, 15797, 284, 19, 689, 3108, 153, 402, 29033, 301, 548, 402, 29033, 1958, 0]"
"[59514, 1221, 3, 30002, 0]","[59514, 7960, 21, 33636, 657, 6587, 0]"
"[59514, 238, 3163, 6114, 16184, 0]","[59514, 20450, 238, 3163, 6114, 0]"
"[59514, 44750, 488, 25555, 9, 0]","[59514, 46576, 21, 35403, 19367, 9, 657, 6587, 0]"
"[59514, 5118, 4, 35221, 21, 2368, 21, 776, 21, 35195, 34955, 0]","[59514, 8140, 8, 8856, 5, 1199, 5, 14, 6, 670, 1148, 429, 22, 370, 1802, 7492, 37, 17502, 6602, 24670, 9, 0]"
"[59514, 15057, 111, 38656, 81, 0]","[59514, 15057, 111, 38656, 81, 9917, 9933, 3, 4486, 122, 0]"
"[59514, 35, 11949, 32, 2033, 585, 1597, 2562, 3, 0]","[59514, 80, 1032, 40, 5891, 43, 2033, 585, 1597, 2562, 3, 0]"
"[59514, 42061, 20285, 236, 483, 8608, 0]","[59514, 19125, 14, 6, 15826, 5894, 0]"
"[59514, 962, 21, 6801, 158, 41812, 402, 251, 111, 5450, 50, 1684, 26, 1577, 1226, 0]","[59514, 962, 38032, 5, 421, 2, 3035, 27, 8, 1226, 5003, 0]"
"[59514, 28944, 4, 2004, 8757, 4231, 3, 0]","[59514, 25849, 63, 429, 8, 5356, 36, 6400, 8811, 3, 0]"
"[59514, 2665, 0]","[59514, 13626, 0]"
"[59514, 26234, 11920, 4349, 12, 4421, 0]","[59514, 36161, 16, 2728, 28650, 23, 3772, 0]"
"[59514, 35, 9156, 32, 30, 4, 349, 21, 8871, 1798, 10, 6886, 7, 319, 16419, 9, 33, 903, 4, 7680, 7, 15, 16647, 3, 35, 15, 429, 32, 71, 151, 169, 6, 27257, 2, 4, 35078, 32, 71, 406, 169, 6, 27257, 2, 10, 4, 27071, 32, 71, 319, 169, 6, 27257, 3, 0]","[59514, 83, 22206, 5, 4712, 70, 36, 8, 5177, 11, 70, 39, 384, 5, 319, 2, 22968, 9, 5, 737, 17, 9415, 38, 28951, 3, 87, 6, 670, 43, 17, 38, 4352, 2, 19, 740, 4678, 43, 17, 406, 4352, 11, 8, 21605, 43, 17, 15353, 3, 0]"
"[59514, 402, 5592, 9361, 51, 0]","[59514, 22844, 1759, 0]"
"[59514, 33716, 1624, 0]","[59514, 7206, 23, 647, 0]"
"[59514, 31780, 478, 34992, 0]","[59514, 11238, 13, 3693, 0]"
"[59514, 375, 514, 12, 5591, 301, 548, 1097, 4, 1510, 1430, 16664, 20142, 3, 160, 1437, 32, 73, 4, 4033, 2454, 3, 0]","[59514, 34688, 20, 6, 5411, 139, 301, 548, 23, 4068, 19, 5893, 20, 6, 8953, 20, 6, 5535, 1510, 1430, 3, 335, 2428, 81, 6, 63, 53, 34, 2454, 4033, 3, 0]"
"[59514, 402, 2635, 511, 50, 3, 1421, 2, 55, 4907, 1016, 79, 67, 37, 41, 28, 0]","[59514, 402, 2635, 511, 50, 3, 3982, 2, 88, 14, 6, 4110, 5014, 754, 402, 38492, 41, 28, 0]"
"[59514, 5118, 4349, 30, 4, 19234, 0]","[59514, 8140, 16, 13287, 36, 19, 11430, 0]"
"[59514, 402, 28944, 0]","[59514, 402, 24251, 0]"
"[59514, 18961, 583, 13550, 587, 0]","[59514, 7520, 5, 14, 6, 5535, 402, 29033, 583, 18575, 20084, 7, 15, 9697, 3766, 0]"
"[59514, 9673, 2329, 37, 3818, 9, 15, 34955, 85, 3707, 55, 12, 5139, 2329, 3, 160, 32, 4, 9673, 741, 34955, 64, 4, 19335, 2805, 3, 0]","[59514, 25720, 16, 1224, 402, 38492, 11017, 38, 8856, 5, 1199, 44, 88, 1328, 5, 14134, 16, 1224, 3, 89, 6, 82, 8, 8856, 5, 1199, 25720, 34, 644, 540, 19, 2805, 28155, 3, 0]"
"[59514, 10815, 0]","[59514, 10815, 0]"
"[59514, 16959, 15832, 10332, 0]","[59514, 25849, 1448, 108, 16, 1664, 8081, 0]"
"[59514, 23611, 158, 3607, 3, 0]","[59514, 46234, 6958, 72, 2281, 3, 0]"
"[59514, 8239, 0]","[59514, 8653, 657, 6587, 0]"
"[59514, 35, 37313, 7378, 0]","[59514, 60, 2805, 30349, 0]"
"[59514, 28988, 135, 2833, 13792, 590, 62, 2833, 13792, 590, 1802, 8979, 3, 5378, 3, 383, 139, 0]","[59514, 28988, 135, 2833, 13792, 590, 62, 2833, 13792, 590, 1802, 8979, 3, 5378, 3, 10068, 0]"
"[59514, 1658, 5157, 2721, 446, 0]","[59514, 44868, 25572, 0]"
"[59514, 11016, 7, 13604, 0]","[59514, 12287, 22, 8086, 0]"
"[59514, 11278, 11928, 817, 40376, 817, 8886, 323, 28928, 142, 0]","[59514, 402, 41586, 367, 2037, 2783, 751, 3261, 50, 0]"
"[59514, 1789, 5598, 2, 1348, 4, 2897, 12, 117, 24496, 37805, 32, 1515, 110, 0]","[59514, 4366, 34993, 626, 6, 358, 66, 29, 8, 8198, 17, 193, 24275, 24496, 345, 5581, 110, 0]"
"[59514, 402, 2635, 529, 6966, 50, 86, 5598, 26, 4, 3278, 17153, 12, 45, 1196, 12, 12667, 4, 20497, 3, 443, 4, 17153, 852, 46, 4, 6731, 87, 16310, 43629, 32, 1196, 293, 2, 61, 86, 17214, 15, 18668, 12, 4, 1410, 457, 87, 16310, 43629, 2, 8759, 36599, 7, 47702, 74, 9432, 2955, 10176, 124, 34955, 9, 3, 0]","[59514, 402, 2635, 6966, 529, 50, 3695, 756, 5, 3562, 8, 6138, 32016, 27, 5092, 5, 8, 17220, 3, 350, 8, 6138, 4130, 40, 14, 6, 2133, 19318, 87, 16310, 25413, 75, 43, 15009, 23, 698, 2, 92, 5695, 63, 34, 19457, 17, 8, 863, 1759, 87, 16310, 25413, 75, 2, 2147, 8, 23907, 5, 1199, 9, 22, 2955, 689, 20, 6, 8543, 583, 3404, 5, 2099, 3, 0]"
"[59514, 3014, 25558, 188, 11327, 0]","[59514, 3014, 25558, 188, 11327, 0]"
"[59514, 160, 2674, 3707, 12079, 2294, 7, 42930, 9, 10, 19440, 2100, 3, 0]","[59514, 530, 2674, 1328, 5, 28100, 16, 11408, 5, 1853, 11, 16, 25362, 0]"
"[59514, 34559, 108, 5918, 9, 0]","[59514, 23188, 5, 6584, 9, 0]"
"[59514, 13426, 24, 6826, 28451, 26899, 28, 0]","[59514, 902, 5, 421, 526, 559, 39320, 352, 532, 16284, 9, 21332, 0]"
"[59514, 35, 6442, 1437, 12, 45, 403, 46, 2635, 43211, 5316, 3, 138, 3328, 15, 669, 7804, 278, 5157, 7042, 7019, 44284, 324, 2635, 37448, 7019, 7332, 664, 3, 4929, 2118, 52, 73, 2999, 31486, 50, 9474, 103, 4811, 9, 57, 256, 4, 913, 4696, 3, 0]","[59514, 35, 6442, 1437, 12, 45, 368, 124, 46, 2635, 1419, 2986, 5316, 3, 138, 1068, 5708, 9, 15, 669, 81, 63, 10970, 278, 15491, 720, 7019, 2216, 328, 14, 12122, 2635, 2651, 720, 7019, 7332, 197, 114, 3, 138, 9, 2118, 15, 158, 170, 75, 13, 9249, 1865, 111, 378, 51, 190, 50, 49, 11679, 9, 4, 1248, 143, 500, 16404, 57, 49, 2114, 4, 913, 699, 108, 3, 0]"
"[59514, 84, 0]","[59514, 84, 0]"
"[59514, 35804, 101, 98, 4004, 0]","[59514, 14351, 5622, 5, 182, 16, 4027, 0]"
"[59514, 957, 13623, 0]","[59514, 60, 1199, 5, 3117, 5, 14, 6, 23856, 8178, 0]"
"[59514, 34046, 3592, 4189, 10584, 0]","[59514, 3332, 19460, 9, 22, 1826, 142, 14092, 162, 146, 3489, 7110, 5612, 7639, 0]"
"[59514, 41, 122, 2, 870, 8289, 10466, 0]","[59514, 41, 122, 2, 870, 8289, 1637, 133, 0]"
"[59514, 11157, 85, 905, 55, 639, 12, 45, 6833, 12, 4, 338, 27030, 37, 0]","[59514, 19272, 16, 905, 17, 40282, 139, 56, 23345, 22, 369, 402, 38492, 0]"
"[59514, 44516, 0]","[59514, 11794, 9, 0]"
"[59514, 402, 6564, 0]","[59514, 402, 7768, 0]"
"[59514, 3689, 101, 6564, 2, 2564, 10, 7730, 2190, 9, 0]","[59514, 13719, 13, 2868, 20, 6, 1001, 2, 5, 940, 11, 20, 6, 7730, 0]"
"[59514, 18889, 23270, 0]","[59514, 15178, 738, 0]"
"[59514, 23823, 89, 1660, 26502, 0]","[59514, 23823, 89, 1660, 26502, 0]"
"[59514, 15479, 38679, 0]","[59514, 35682, 1482, 0]"
"[59514, 213, 52, 4168, 12, 2097, 15, 420, 694, 365, 7, 21228, 3, 160, 86, 399, 12053, 420, 8596, 3, 1123, 55, 639, 12, 621, 54, 0]","[59514, 344, 1408, 36, 19, 261, 5, 1578, 34, 366, 832, 384, 5, 11173, 3, 1714, 31497, 63, 49, 7014, 8, 12053, 3, 24730, 41, 682, 1836, 2491, 402, 29033, 54, 0]"
"[59514, 48113, 4, 30295, 9238, 5129, 71, 67, 261, 3, 0]","[59514, 47710, 19, 38512, 6452, 19592, 17, 66, 261, 3, 0]"
"[59514, 402, 3689, 0]","[59514, 402, 14781, 0]"
"[59514, 24821, 47591, 9, 19877, 12, 77, 47, 15036, 2869, 6077, 4118, 0]","[59514, 36561, 14407, 15454, 36, 34, 2869, 43409, 6077, 20, 6, 93, 12649, 0]"
"[59514, 9426, 2113, 5208, 0]","[59514, 156, 13515, 23, 57, 0]"
"[59514, 26572, 4922, 4597, 45689, 9, 10, 126, 10953, 381, 2720, 0]","[59514, 84, 10001, 108, 7080, 16, 266, 21, 26994, 9, 11, 16, 214, 1224, 10953, 381, 0]"
"[59514, 20532, 7106, 1662, 1634, 0]","[59514, 1392, 16252, 49278, 81, 5919, 10808, 226, 211, 8433, 3, 4486, 122, 0]"
"[59514, 31417, 17884, 37643, 9, 7955, 309, 0]","[59514, 6614, 51, 11778, 2, 15, 13829, 9, 2, 33288, 3148, 63, 4662, 1406, 0]"
"[59514, 37313, 0]","[59514, 33520, 4666, 0]"
"[59514, 33711, 751, 12591, 14129, 9, 0]","[59514, 267, 3438, 9, 89, 948, 166, 0]"
"[59514, 9673, 9, 4, 13847, 389, 3941, 0]","[59514, 25414, 772, 14, 6, 15214, 20, 6, 1722, 13, 38417, 9, 0]"
"[59514, 13247, 73, 15958, 236, 3343, 1218, 12, 31994, 37, 301, 4494, 12450, 4504, 5558, 0]","[59514, 34688, 5, 18952, 14, 6, 7093, 23, 28795, 402, 38492, 301, 4494, 12433, 5, 1030, 17, 8, 245, 0]"
"[59514, 4, 12921, 299, 0]","[59514, 80, 299, 22, 23926, 0]"
"[59514, 7892, 16203, 22247, 401, 150, 548, 300, 84, 4757, 11097, 24219, 0]","[59514, 7892, 16203, 11842, 323, 401, 150, 548, 300, 84, 4757, 19730, 153, 402, 29033, 461, 6795, 402, 29033, 416, 0]"
"[59514, 22082, 142, 253, 3974, 0]","[59514, 18603, 17163, 14955, 0]"
"[59514, 251, 9, 4387, 21, 27544, 111, 0]","[59514, 251, 9, 4387, 21, 158, 3442, 124, 1802, 7492, 74, 13252, 0]"
"[59514, 33712, 37313, 0]","[59514, 12812, 0]"
"[59514, 8385, 37041, 0]","[59514, 9228, 2882, 3386, 5, 46127, 0]"
"[59514, 12374, 3571, 16084, 9378, 0]","[59514, 7577, 1637, 5, 16294, 27, 16, 3571, 5976, 0]"
"[59514, 11123, 9, 15, 191, 723, 3, 5436, 5289, 723, 32, 73, 2912, 3, 0]","[59514, 89, 12868, 34, 666, 325, 3, 60, 325, 1698, 3912, 76, 439, 53, 14329, 3, 0]"
"[59514, 1717, 134, 10784, 139, 0]","[59514, 2935, 34, 23, 222, 27141, 0]"
"[59514, 25440, 970, 2, 5990, 57, 30295, 7216, 1995, 3, 0]","[59514, 41612, 5, 5894, 2, 5, 4330, 59, 5, 38512, 16736, 3, 0]"
"[59514, 251, 9, 0]","[59514, 251, 9, 0]"
"[59514, 9088, 6809, 0]","[59514, 17457, 14, 6, 2758, 0]"
"[59514, 13550, 15847, 0]","[59514, 3453, 2882, 108, 16, 905, 0]"
"[59514, 19857, 9, 6110, 7, 11603, 9, 0]","[59514, 43572, 14, 6, 2569, 5, 11603, 9, 0]"
"[59514, 19335, 11769, 15544, 110, 0]","[59514, 28155, 1247, 13518, 108, 38, 1710, 110, 0]"
"[59514, 23819, 17091, 13884, 1671, 11291, 352, 0]","[59514, 359, 10535, 107, 2, 383, 5045, 1054, 3148, 63, 4662, 1406, 0]"
"[59514, 5118, 1156, 7384, 0]","[59514, 8140, 8, 5151, 3204, 0]"
"[59514, 180, 8742, 483, 10876, 0]","[59514, 8313, 180, 8742, 483, 111, 20060, 18, 13833, 8164, 794, 0]"
"[59514, 11769, 42, 177, 3530, 3, 0]","[59514, 24968, 72, 177, 12834, 0]"
"[59514, 526, 41124, 166, 28389, 9706, 27404, 108, 0]","[59514, 1648, 8019, 1547, 20, 6, 11341, 22, 858, 20, 6, 1278, 0]"
"[59514, 84, 1581, 13499, 197, 11609, 101, 2796, 0]","[59514, 375, 2443, 1581, 20, 6, 274, 7422, 1693, 5, 25978, 657, 6587, 0]"
"[59514, 84, 9640, 6431, 7260, 10612, 517, 9, 110, 0]","[59514, 1305, 8657, 5, 38476, 5, 14, 6, 150, 9640, 6431, 110, 0]"
"[59514, 17921, 23364, 7, 4, 20206, 1628, 0]","[59514, 31967, 19868, 5, 8, 21780, 0]"
"[59514, 11629, 0]","[59514, 2734, 0]"
"[59514, 8113, 43307, 37, 0]","[59514, 402, 49, 30145, 402, 38492, 0]"
"[59514, 443, 11415, 4, 1507, 86, 45, 5, 37262, 457, 35541, 4, 16860, 42, 4, 22635, 2, 4613, 61, 86, 2552, 1482, 0]","[59514, 350, 23053, 2, 497, 936, 439, 12619, 437, 38, 10171, 5, 8, 19437, 72, 8, 15527, 2, 14340, 92, 18280, 7175, 3, 0]"
"[59514, 19673, 37, 0]","[59514, 21566, 402, 38492, 0]"
"[59514, 1392, 1842, 10171, 4373, 0]","[59514, 43456, 5, 10171, 0]"
"[59514, 49, 26475, 3529, 0]","[59514, 4307, 9, 53, 0]"
"[59514, 8429, 3818, 13415, 468, 21, 26048, 0]","[59514, 10830, 40, 3973, 3818, 468, 13925, 1802, 1078, 37, 152, 1160, 0]"
"[59514, 577, 1689, 6443, 37, 3321, 122, 6246, 703, 7, 26852, 24, 15921, 101, 12188, 25, 9918, 6, 28, 0]","[59514, 34023, 20, 6, 2606, 402, 38492, 611, 5, 13753, 39590, 24, 1448, 5091, 4686, 3091, 14895, 51, 18066, 51, 102, 0]"
"[59514, 2704, 124, 576, 3357, 37, 251, 331, 24, 48616, 20608, 119, 4935, 331, 24, 48616, 31910, 119, 385, 4769, 331, 24, 48616, 44357, 14421, 31910, 119, 18, 331, 24, 48616, 18, 1218, 119, 29565, 331, 24, 48616, 7212, 119, 167, 111, 331, 24, 48616, 26523, 119, 15, 222, 158, 2, 5053, 24, 400, 7278, 5762, 102, 0]","[59514, 33787, 5, 2045, 26610, 402, 38492, 251, 331, 24, 26242, 19616, 119, 4935, 331, 24, 17952, 19616, 119, 385, 4769, 331, 24, 17952, 28902, 19616, 119, 18, 331, 24, 25443, 429, 19616, 119, 1231, 75, 331, 24, 27519, 19616, 119, 167, 111, 331, 24, 133, 1564, 19616, 119, 15, 14092, 2, 5053, 24, 40188, 102, 0]"
"[59514, 97, 75, 5169, 446, 12954, 24, 32883, 1695, 28, 0]","[59514, 15481, 51, 41610, 12954, 24, 38386, 9191, 5, 325, 28, 0]"
"[59514, 49, 25172, 15190, 9, 0]","[59514, 83, 26558, 49, 26033, 9, 22316, 51, 3, 4486, 122, 0]"
"[59514, 48867, 0]","[59514, 23386, 16164, 559, 23581, 89, 2807, 259, 7288, 2783, 0]"
"[59514, 3453, 48362, 37, 0]","[59514, 21559, 9, 282, 402, 38492, 0]"
"[59514, 35, 3689, 7378, 0]","[59514, 60, 2805, 29863, 0]"
"[59514, 9086, 48, 402, 6950, 47591, 0]","[59514, 20340, 40, 5891, 402, 26774, 0]"
"[59514, 13592, 6966, 22559, 0]","[59514, 13592, 6966, 22559, 166, 1026, 18, 3107, 133, 0]"
"[59514, 24796, 0]","[59514, 747, 1938, 0]"
"[59514, 1648, 16036, 14, 222, 3163, 10642, 0]","[59514, 1648, 16036, 16, 7337, 5, 47, 222, 3163, 21332, 0]"
"[59514, 40331, 9, 37, 0]","[59514, 1277, 2100, 402, 38492, 0]"
"[59514, 39406, 1437, 2454, 37, 246, 25, 3, 357, 9, 6, 10, 25, 3, 357, 9, 3, 954, 265, 6, 52, 4073, 26, 7276, 4004, 3, 0]","[59514, 12812, 5, 2428, 26132, 37, 6876, 25, 3, 357, 9, 6, 11, 25, 3, 357, 9, 3, 954, 265, 6, 70, 19182, 127, 4027, 20, 6, 2133, 3, 0]"
"[59514, 21490, 301, 548, 0]","[59514, 7412, 22727, 301, 548, 0]"
"[59514, 902, 11148, 4694, 0]","[59514, 7424, 36, 19, 16319, 5, 136, 0]"
"[59514, 14972, 22052, 8531, 0]","[59514, 19243, 38010, 51, 0]"
"[59514, 11278, 11928, 817, 40376, 817, 8886, 323, 28928, 142, 0]","[59514, 402, 41586, 15750, 431, 19479, 1202, 4155, 50, 402, 41586, 612, 108, 1564, 5157, 774, 19084, 50, 41586, 323, 4170, 11047, 612, 5569, 9, 1564, 50, 0]"
"[59514, 27369, 596, 74, 375, 9832, 74, 3704, 74, 660, 43276, 74, 31673, 124, 47, 1352, 0]","[59514, 47, 222, 19890, 51, 22825, 153, 402, 29033, 4916, 402, 29033, 583, 1183, 6310, 402, 29033, 583, 5696, 402, 29033, 583, 2871, 6286, 2073, 402, 29033, 583, 4999, 7830, 402, 29033, 416, 0]"
"[59514, 7614, 3227, 5719, 500, 0]","[59514, 7614, 3227, 5719, 500, 12835, 5967, 13600, 9, 3, 4486, 122, 0]"
"[59514, 488, 913, 6523, 5259, 2, 5028, 12, 4, 8372, 4923, 913, 669, 3, 0]","[59514, 315, 7127, 16, 25618, 20, 21391, 9, 2, 12268, 17082, 41, 682, 17, 8, 669, 767, 5, 24275, 20, 21391, 3, 0]"
"[59514, 7504, 5091, 1072, 364, 21125, 9, 0]","[59514, 44367, 9, 2184, 5091, 6689, 9, 0]"
"[59514, 402, 199, 30321, 323, 50, 402, 199, 612, 9723, 50, 0]","[59514, 402, 34, 2398, 550, 23423, 50, 402, 34, 2398, 13925, 323, 50, 0]"
"[59514, 386, 147, 3141, 155, 2, 198, 48, 541, 12, 1787, 681, 43404, 12, 681, 273, 2, 579, 4, 2635, 529, 483, 50, 32086, 3, 0]","[59514, 315, 2072, 20, 6, 3311, 36, 40, 722, 8, 686, 5, 6100, 652, 4821, 72, 13, 296, 1476, 2, 11128, 19, 10288, 5, 2635, 529, 483, 50, 3, 0]"
"[59514, 41659, 2033, 19335, 514, 6031, 28417, 0]","[59514, 4452, 7282, 140, 32869, 514, 5, 2074, 0]"
"[59514, 19914, 47, 111, 37, 0]","[59514, 47, 111, 22, 10413, 402, 38492, 0]"
"[59514, 8932, 9859, 101, 45744, 1056, 110, 0]","[59514, 22922, 13, 641, 540, 20973, 5555, 5919, 110, 0]"
"[59514, 2120, 7088, 10, 11769, 15544, 2559, 145, 0]","[59514, 8919, 23, 863, 11, 4706, 17, 7827, 402, 29033, 145, 0]"
"[59514, 35, 1406, 26, 4, 5882, 0]","[59514, 80, 1406, 5, 12924, 0]"
"[59514, 18947, 1184, 0]","[59514, 17557, 5, 2536, 0]"
"[59514, 660, 27551, 13801, 15675, 37, 0]","[59514, 19265, 43896, 402, 38492, 0]"
"[59514, 7974, 13152, 190, 3990, 0]","[59514, 7974, 13152, 190, 3990, 0]"
"[59514, 11371, 222, 1177, 4380, 37, 0]","[59514, 11371, 14846, 3353, 16, 19773, 5997, 402, 38492, 0]"
"[59514, 1364, 6, 9, 10868, 0]","[59514, 44721, 17, 34, 0]"
"[59514, 30360, 251, 9, 4398, 111, 10, 251, 9, 309, 7750, 4272, 18, 15, 14681, 1437, 0]","[59514, 26667, 139, 13, 8333, 251, 9, 309, 1597, 11, 251, 9, 309, 7750, 31, 34, 2428, 14681, 3, 0]"
"[59514, 4798, 6132, 94, 15, 14673, 37313, 2805, 2360, 9668, 52, 2768, 46, 2635, 511, 21, 22659, 9, 3, 2805, 10, 2360, 16494, 10, 1129, 52, 2768, 46, 2635, 511, 21, 22659, 9, 3, 17314, 0]","[59514, 60, 749, 5, 6442, 15, 34, 2805, 30349, 24400, 284, 19, 2023, 43, 7102, 40, 2635, 511, 21, 9, 9269, 16404, 3, 2805, 11, 284, 14, 6, 29180, 207, 29, 19, 689, 70, 7911, 40, 2635, 511, 21, 9, 9269, 16404, 3, 1321, 7639, 3, 0]"
"[59514, 3818, 15, 1437, 34955, 7265, 55, 12, 5407, 4, 1017, 1031, 1097, 15, 191, 1437, 1129, 3, 0]","[59514, 36846, 38, 8856, 5, 1199, 2147, 20, 6, 23829, 19, 10688, 23, 320, 23, 4068, 34, 666, 689, 5, 2428, 3, 0]"
